Trip Start Timestamp,Pickup Community Area,Dropoff Community Area,Trip Total
4/7/2016 15:00,28,28,9.25
4/7/2016 15:00,8,8,7.5
4/7/2016 15:00,32,76,50.7
4/7/2016 15:00,32,33,10.75
4/7/2016 15:00,32,32,6.75
4/7/2016 15:00,32,8,9.5
4/7/2016 15:00,8,32,7.75
4/7/2016 15:00,22,32,15.9
4/7/2016 15:00,32,6,22.5
4/7/2016 15:00,76,8,48.5
4/7/2016 15:00,32,8,8
4/7/2016 15:00,8,32,8.5
4/7/2016 15:00,8,32,7.25
4/7/2016 15:00,33,8,13.65
4/7/2016 15:00,8,8,7.75
4/7/2016 15:00,28,56,32
4/7/2016 15:00,32,32,8.5
4/7/2016 15:00,33,32,8.75
4/7/2016 15:00,28,32,4.25
4/7/2016 15:00,8,8,5.75
4/7/2016 15:00,5,7,9
4/7/2016 15:00,32,32,9.5
4/7/2016 15:00,28,8,14.4
4/7/2016 15:00,32,32,6.75
4/7/2016 15:00,8,8,7.25
4/7/2016 15:00,33,8,13.65
4/7/2016 15:00,33,32,13.75
4/7/2016 15:00,33,28,7.5
4/7/2016 15:00,28,8,9.75
4/7/2016 15:00,32,8,8.75
4/7/2016 15:00,32,28,11
4/7/2016 15:00,33,32,11.75
4/7/2016 15:00,33,38,14.25
4/7/2016 15:00,3,8,15.25
4/7/2016 15:00,56,28,45.3
4/7/2016 15:00,8,8,5.75
4/7/2016 15:00,8,8,4.25
4/7/2016 15:00,32,7,11.75
4/7/2016 15:00,32,28,8.5
4/7/2016 15:00,41,41,9.75
4/7/2016 15:00,8,32,5
4/7/2016 15:00,32,76,55.2
4/7/2016 15:00,32,76,60.6
4/7/2016 15:00,28,8,9
4/7/2016 15:00,7,8,5.25
4/7/2016 15:00,32,8,6.25
4/7/2016 15:00,8,8,6.25
4/7/2016 15:00,8,24,15.25
4/7/2016 15:00,6,28,18.5
4/7/2016 15:00,77,21,19.5
4/7/2016 15:00,32,8,8.25
4/7/2016 15:00,6,32,22.5
4/7/2016 15:00,8,32,6.75
4/7/2016 15:00,28,8,6.75
4/7/2016 15:00,24,24,3.75
4/7/2016 15:00,32,8,10
4/7/2016 15:00,8,32,7
4/7/2016 15:00,32,32,5.75
4/7/2016 15:00,32,32,6.25
4/7/2016 15:00,8,32,9
4/7/2016 15:00,32,32,5.25
4/7/2016 15:00,76,7,46.5
4/7/2016 15:00,32,8,8.75
4/7/2016 15:00,8,32,8
4/7/2016 15:00,8,32,8.25
4/7/2016 15:00,8,32,10.5
4/7/2016 15:00,3,24,19.65
4/7/2016 15:00,32,76,84.25
4/7/2016 15:15,8,6,16.39
4/7/2016 15:15,32,28,4.5
4/7/2016 15:15,32,32,4.5
4/7/2016 15:15,32,76,58.75
4/7/2016 15:15,8,32,8.25
4/7/2016 15:15,32,32,4.25
4/7/2016 15:15,8,24,12
4/7/2016 15:15,8,32,11
4/7/2016 15:15,32,8,7.75
4/7/2016 15:15,8,8,55.2
4/7/2016 15:15,32,7,9.75
4/7/2016 15:15,56,56,3.25
4/7/2016 15:15,8,32,12
4/7/2016 15:15,32,8,9
4/7/2016 15:15,32,32,6.25
4/7/2016 15:15,8,28,10.75
4/7/2016 15:15,21,21,4.25
4/7/2016 15:15,21,21,3.25
4/7/2016 15:15,32,32,6.75
4/7/2016 15:15,32,32,10.25
4/7/2016 15:15,32,76,66.25
4/7/2016 15:15,32,6,17.7
4/7/2016 15:15,8,32,7.25
4/7/2016 15:15,33,32,12.9
4/7/2016 15:15,76,8,62.19
4/7/2016 15:15,32,32,7.25
4/7/2016 15:15,8,24,12.5
4/7/2016 15:15,5,2,19.84
4/7/2016 15:15,28,32,6.75
4/7/2016 15:15,8,21,21.25
4/7/2016 15:15,32,28,9.5
4/7/2016 15:15,32,32,5
4/7/2016 15:15,76,76,3.25
4/7/2016 15:15,8,7,13.75
4/7/2016 15:15,32,8,8
4/7/2016 15:15,7,8,10
4/7/2016 15:15,32,32,3.25
4/7/2016 15:15,8,7,10.25
4/7/2016 15:15,32,28,6.5
4/7/2016 15:15,8,28,8.25
4/7/2016 15:15,8,8,6
4/7/2016 15:15,6,6,5.25
4/7/2016 15:15,8,28,8.5
4/7/2016 15:15,33,8,11.25
4/7/2016 15:15,28,32,7
4/7/2016 15:15,8,33,11
4/7/2016 15:15,8,6,18.9
4/7/2016 15:15,8,8,7.75
4/7/2016 15:15,33,8,15
4/7/2016 15:15,8,32,6
4/7/2016 15:15,8,32,7.75
4/7/2016 15:15,8,8,6.75
4/7/2016 15:15,56,33,31.25
4/7/2016 15:15,8,8,6.25
4/7/2016 15:15,7,7,5
4/7/2016 15:15,8,8,7.75
4/7/2016 15:15,33,8,13
4/7/2016 15:15,76,76,3.25
4/7/2016 15:15,32,32,5.5
4/7/2016 15:15,32,8,9
4/7/2016 15:15,41,32,25
4/7/2016 15:15,32,8,7.5
4/7/2016 15:15,32,8,8.5
4/7/2016 15:15,32,28,8.7
4/7/2016 15:15,8,32,7.75
4/7/2016 15:15,8,32,8.5
4/7/2016 15:15,32,32,9.75
4/7/2016 15:15,8,32,7.5
4/7/2016 15:15,32,8,11
4/7/2016 15:15,3,3,6.75
4/7/2016 15:15,8,32,8
4/7/2016 15:15,32,7,12
4/7/2016 15:15,8,5,16.5
4/7/2016 15:15,32,56,36.75
4/7/2016 15:15,32,33,10.75
4/7/2016 15:15,8,32,7
4/7/2016 15:15,6,76,45
4/7/2016 15:15,7,76,53.4
4/7/2016 15:15,59,32,15.75
4/7/2016 15:15,32,76,53.48
4/7/2016 15:15,8,28,11.75
4/7/2016 15:15,33,8,11.25
4/7/2016 15:15,33,32,10.25
4/7/2016 15:15,32,32,5
4/7/2016 15:15,8,33,10.75
4/7/2016 15:15,4,5,8.5
4/7/2016 15:15,7,7,3.25
4/7/2016 15:15,8,32,8.25
4/7/2016 15:15,32,32,8.5
4/7/2016 15:15,39,39,9.5
4/7/2016 15:15,32,32,3.25
4/7/2016 15:15,8,8,4.25
4/7/2016 15:15,8,32,9.5
4/7/2016 15:15,32,76,51.75
4/7/2016 15:15,8,32,3.25
4/7/2016 15:15,32,76,51.46
4/7/2016 15:15,32,32,6.75
4/7/2016 15:15,76,34,52.25
4/7/2016 15:15,8,8,7
4/7/2016 15:15,8,8,9
4/7/2016 15:15,8,32,9.75
4/7/2016 15:15,32,33,8.25
4/7/2016 15:15,8,8,6.5
4/7/2016 15:15,8,8,4.75
4/7/2016 15:15,8,8,4.25
4/7/2016 15:15,28,8,11
4/7/2016 15:15,32,8,9.25
4/7/2016 15:15,8,28,7
4/7/2016 15:15,28,32,8.75
4/7/2016 15:15,28,32,6.75
4/7/2016 15:15,8,8,7.5
4/7/2016 15:15,32,32,4.25
4/7/2016 15:15,8,8,8
4/7/2016 15:15,32,28,8.25
4/7/2016 15:15,6,7,8.75
4/7/2016 15:15,33,8,15.9
4/7/2016 15:15,8,32,11
4/7/2016 15:15,76,32,64.5
4/7/2016 15:15,32,8,8
4/7/2016 15:15,32,76,54.9
4/7/2016 15:15,32,32,6.75
4/7/2016 15:15,8,6,14.95
4/7/2016 15:15,32,8,14.25
4/7/2016 15:15,8,32,8.45
4/7/2016 15:15,28,13,48.3
4/7/2016 15:15,32,32,7.5
4/7/2016 15:15,32,32,5.25
4/7/2016 15:15,76,41,74
4/7/2016 15:15,32,8,8.25
4/7/2016 15:15,8,8,11.5
4/7/2016 15:15,8,8,6.25
4/7/2016 15:15,8,8,7.25
4/7/2016 15:15,32,32,3.75
4/7/2016 15:15,77,77,5.75
4/7/2016 15:15,32,8,10.5
4/7/2016 15:15,3,8,19
4/7/2016 15:15,32,32,7.75
4/7/2016 15:15,12,12,7.75
4/7/2016 15:15,32,32,6.75
4/7/2016 15:15,32,8,4.75
4/7/2016 15:15,32,32,4.75
4/7/2016 15:15,8,32,7.25
4/7/2016 15:15,8,7,12
4/7/2016 15:15,8,24,12.9
4/7/2016 15:15,8,32,8.25
4/7/2016 15:15,8,8,13.75
4/7/2016 15:15,3,22,20
4/7/2016 15:15,8,33,13
4/7/2016 15:15,7,8,9.25
4/7/2016 15:15,8,7,6.25
4/7/2016 15:15,24,24,3.25
4/7/2016 15:15,32,8,10.5
4/7/2016 15:15,32,8,11.75
4/7/2016 15:15,32,8,6
4/7/2016 15:15,24,24,8.25
4/7/2016 15:15,8,32,10.75
4/7/2016 15:15,8,28,9.25
4/7/2016 15:15,32,8,8.5
4/7/2016 15:15,7,7,6.5
4/7/2016 15:15,8,32,9.5
4/7/2016 15:15,28,8,15.5
4/7/2016 15:15,8,24,9.75
4/7/2016 15:15,32,8,7.5
4/7/2016 15:15,77,77,7.5
4/7/2016 15:15,77,3,10
4/7/2016 15:15,76,32,57.25
4/7/2016 15:15,8,8,9
4/7/2016 15:15,8,8,8
4/7/2016 15:15,8,8,5.5
4/7/2016 15:15,8,28,11.5
4/7/2016 15:15,11,23,22.25
4/7/2016 15:15,32,28,4.75
4/7/2016 15:15,8,76,49.5
4/7/2016 15:15,8,32,10.25
4/7/2016 15:15,77,2,7.75
4/7/2016 15:15,32,32,7
4/7/2016 15:15,8,8,5
4/7/2016 15:15,8,8,6.25
4/7/2016 15:15,32,22,16.25
4/7/2016 15:15,8,33,16.39
4/7/2016 15:15,32,32,5.5
4/7/2016 15:15,8,8,9.25
4/7/2016 15:15,8,8,5.25
4/7/2016 15:15,28,8,6.75
4/7/2016 15:15,8,32,7
4/7/2016 15:15,8,8,6.75
4/7/2016 15:15,76,6,55.2
4/7/2016 15:15,76,24,49.5
4/7/2016 15:15,22,7,12
4/7/2016 15:15,7,8,5.25
4/7/2016 15:15,32,76,50.03
4/7/2016 15:15,8,32,9.5
4/7/2016 15:15,8,76,55.2
4/7/2016 15:15,32,8,9
4/7/2016 15:15,32,8,14.1
4/7/2016 15:15,32,7,14
4/7/2016 15:15,77,22,25.5
4/7/2016 15:15,8,8,6.5
4/7/2016 15:15,77,33,30.75
4/7/2016 15:15,1,6,15
4/7/2016 15:15,32,32,9
4/7/2016 15:15,8,8,6.25
4/7/2016 15:15,56,22,48.75
4/7/2016 15:15,32,7,14.5
4/7/2016 15:15,32,24,14.1
4/7/2016 15:15,28,8,8.75
4/7/2016 15:15,32,32,4.25
4/7/2016 15:15,28,8,11.75
4/7/2016 15:15,28,8,10.75
4/7/2016 15:15,56,28,33.35
4/7/2016 15:15,8,8,8
4/7/2016 15:15,32,6,17.83
4/7/2016 15:15,8,32,9.5
4/7/2016 15:15,28,32,7.5
4/7/2016 15:15,77,1,10.5
4/7/2016 15:15,32,28,6.75
4/7/2016 15:15,33,33,8
4/7/2016 15:15,6,28,18
4/7/2016 15:15,32,28,7
4/7/2016 15:15,28,32,7.75
4/7/2016 15:15,32,28,8
4/7/2016 15:15,8,28,6.5
4/7/2016 15:15,8,28,12.25
4/7/2016 15:15,32,8,8
4/7/2016 15:15,8,8,7.25
4/7/2016 15:15,3,3,5.75
4/7/2016 15:15,32,8,11.75
4/7/2016 15:15,28,32,8
4/7/2016 15:15,4,4,6.25
4/7/2016 15:15,8,32,12.3
4/7/2016 15:15,8,8,9.5
4/7/2016 15:15,28,32,8.5
4/7/2016 15:15,3,6,4.5
4/7/2016 15:15,32,76,48
4/7/2016 15:15,32,32,3.25
4/7/2016 15:15,32,76,64.98
4/7/2016 15:15,32,8,7.75
4/7/2016 15:15,32,56,34.5
4/7/2016 15:15,28,32,5.25
4/7/2016 15:15,32,8,9.75
4/7/2016 15:15,8,28,9
4/7/2016 15:15,32,8,8.25
4/7/2016 15:15,32,32,5.5
4/7/2016 15:15,28,28,9
4/7/2016 15:15,33,28,9.25
4/7/2016 15:15,32,76,57.3
4/7/2016 15:15,32,32,7.5
4/7/2016 15:15,24,32,9
4/7/2016 15:15,32,32,7
4/7/2016 15:15,76,4,43.7
4/7/2016 15:15,32,32,8.75
4/7/2016 15:15,8,8,6
4/7/2016 15:15,32,32,7
4/7/2016 15:15,76,77,47.15
4/7/2016 15:15,32,24,7.25
4/7/2016 15:15,32,32,6
4/7/2016 15:15,8,32,8.5
4/7/2016 15:15,32,28,7.25
4/7/2016 15:15,32,8,10.75
4/7/2016 15:15,8,7,7.25
4/7/2016 15:15,8,8,4.85
4/7/2016 15:15,8,8,8
4/7/2016 15:15,8,8,8.5
4/7/2016 15:15,32,28,10.75
4/7/2016 15:15,8,32,8.85
4/7/2016 15:15,32,28,6.5
4/7/2016 15:15,32,76,55.8
4/7/2016 15:15,24,24,41.25
4/7/2016 15:15,8,32,9.75
4/7/2016 15:15,33,8,12.25
4/7/2016 15:15,32,56,41.98
4/7/2016 15:15,32,32,5.5
4/7/2016 15:15,8,28,13.51
4/7/2016 15:15,32,76,53.48
4/7/2016 15:15,33,8,13.75
4/7/2016 15:15,32,8,6.65
4/7/2016 15:15,7,7,4.5
4/7/2016 15:15,28,28,8
4/7/2016 15:15,23,25,18.75
4/7/2016 15:15,32,32,3.75
4/7/2016 15:15,8,7,11.75
4/7/2016 15:15,32,32,6.75
4/7/2016 15:15,8,28,5.5
4/7/2016 15:15,8,32,5
4/7/2016 15:15,32,76,54.69
4/7/2016 15:15,32,32,6.5
4/7/2016 15:15,32,24,12.36
4/7/2016 15:15,8,32,8.5
4/7/2016 15:15,32,32,7.5
4/7/2016 15:15,8,76,54
4/7/2016 15:15,32,28,6.5
4/7/2016 15:15,76,60,61.75
4/7/2016 15:15,32,28,9.25
4/7/2016 15:15,8,32,7.75
4/7/2016 15:15,32,32,6.25
4/7/2016 15:15,24,23,10.25
4/7/2016 15:15,28,28,11
4/7/2016 15:15,32,56,38.7
4/7/2016 15:15,6,22,12.94
4/7/2016 15:15,32,28,10.75
4/7/2016 15:15,32,33,9.75
4/7/2016 15:15,76,76,7.25
4/7/2016 15:15,32,7,11.5
4/7/2016 15:15,76,76,2
4/7/2016 15:15,33,33,6.75
4/7/2016 15:15,1,1,28.8
4/7/2016 15:15,33,28,12
4/7/2016 15:15,8,33,9
4/7/2016 15:15,8,32,7.5
4/7/2016 15:15,8,28,13.25
4/7/2016 15:15,16,16,3.25
4/7/2016 15:15,28,76,51.9
4/7/2016 15:15,32,32,5.25
4/7/2016 15:15,7,77,19
4/7/2016 15:15,32,8,10
4/7/2016 15:15,8,56,39.3
4/7/2016 15:15,32,76,58.12
4/7/2016 15:15,56,8,46.25
4/7/2016 15:15,7,32,15.3
4/7/2016 15:15,32,32,5.75
4/7/2016 15:15,8,32,11.5
4/7/2016 15:15,76,32,51.75
4/7/2016 15:15,7,6,9.25
4/7/2016 15:15,32,32,5.5
4/7/2016 15:15,21,16,5.25
4/7/2016 15:15,32,32,9.5
4/7/2016 15:15,32,6,25.5
4/7/2016 15:15,77,77,6
4/7/2016 15:15,32,32,7
4/7/2016 15:15,32,32,7
4/7/2016 15:15,76,8,50.25
4/7/2016 15:15,33,8,11.75
4/7/2016 15:15,28,32,5.25
4/7/2016 15:15,76,8,61.56
4/7/2016 15:15,8,8,6.75
4/7/2016 15:15,32,76,49
4/7/2016 15:15,8,32,8.5
4/7/2016 15:15,28,8,11.75
4/7/2016 15:15,8,32,5.5
4/7/2016 15:15,32,28,11.75
4/7/2016 15:15,8,77,17
4/7/2016 15:15,32,8,6.75
4/7/2016 15:15,8,32,11.25
4/7/2016 15:15,32,28,5
4/7/2016 15:15,21,21,3.9
4/7/2016 15:15,8,28,9.75
4/7/2016 15:15,32,8,7.5
4/7/2016 15:15,8,8,8.5
4/7/2016 15:15,32,8,8.75
4/7/2016 15:15,32,8,5.5
4/7/2016 15:15,8,7,11.75
4/7/2016 15:15,56,32,45.9
4/7/2016 15:15,32,33,14.06
4/7/2016 15:15,8,32,10.75
4/7/2016 15:15,8,32,7.5
4/7/2016 15:15,8,8,11.75
4/7/2016 15:15,8,76,53.48
4/7/2016 15:15,8,32,7.5
4/7/2016 15:15,32,28,6.25
4/7/2016 15:15,32,8,13.75
4/7/2016 15:15,32,8,9
4/7/2016 15:15,8,32,10.25
4/7/2016 15:15,8,76,44.5
4/7/2016 15:15,24,24,9.25
4/7/2016 15:15,32,32,6.25
4/7/2016 15:15,76,32,51.5
4/7/2016 15:15,32,8,20.75
4/7/2016 15:15,33,8,13.5
4/7/2016 15:15,8,32,19.26
4/7/2016 15:15,8,33,21
4/7/2016 15:15,28,32,8.25
4/7/2016 15:15,32,28,8.25
4/7/2016 15:15,8,32,7.25
4/7/2016 15:15,32,32,6.75
4/7/2016 15:15,32,7,13.5
4/7/2016 15:15,32,76,50.75
4/7/2016 15:15,28,28,3.25
4/7/2016 15:15,32,7,15
4/7/2016 15:15,76,8,53.5
4/7/2016 15:15,77,77,6.25
4/7/2016 15:15,56,33,31
4/7/2016 15:15,32,32,10.25
4/7/2016 15:15,8,32,7.5
4/7/2016 15:15,32,28,9
4/7/2016 15:15,8,8,8.5
4/7/2016 15:15,32,32,5.25
4/7/2016 15:15,32,8,13.5
4/7/2016 15:15,32,28,8
4/7/2016 15:15,8,8,8.5
4/7/2016 15:15,32,76,53
4/7/2016 15:15,32,32,10.75
4/7/2016 15:15,8,76,69.6
4/7/2016 15:15,8,32,8.5
4/7/2016 15:15,76,28,51.5
4/7/2016 15:15,22,6,19.5
4/7/2016 15:15,32,76,53.7
4/7/2016 15:15,8,24,11
4/7/2016 15:15,76,21,45.3
4/7/2016 15:15,28,28,6.5
4/7/2016 15:15,77,5,12.5
4/7/2016 15:15,8,8,6.5
4/7/2016 15:15,8,33,21.3
4/7/2016 15:15,8,8,5.5
4/7/2016 15:15,24,28,5.75
4/7/2016 15:15,8,32,6
4/7/2016 15:15,28,32,60.6
4/7/2016 15:15,28,28,8.75
4/7/2016 15:15,33,8,9.5
4/7/2016 15:15,56,32,40.25
4/7/2016 15:15,8,8,5.5
4/7/2016 15:15,32,8,8.5
4/7/2016 15:15,8,32,5.25
4/7/2016 15:15,32,28,7.5
4/7/2016 15:15,6,7,9.5
4/7/2016 15:15,28,28,4.5
4/7/2016 15:15,8,8,6
4/7/2016 15:15,32,8,7.5
4/7/2016 15:15,8,28,11.5
4/7/2016 15:15,32,8,8.5
4/7/2016 15:15,8,8,11
4/7/2016 15:15,32,32,8.25
4/7/2016 15:15,32,8,7.25
4/7/2016 15:15,32,8,10.75
4/7/2016 15:15,32,32,5.5
4/7/2016 15:15,8,8,8.25
4/7/2016 15:15,32,8,4.75
4/7/2016 15:15,8,32,5.25
4/7/2016 15:15,8,8,7.5
4/7/2016 15:15,56,8,41.25
4/7/2016 15:15,28,28,8.75
4/7/2016 15:15,32,3,24.9
4/7/2016 15:15,33,8,12.5
4/7/2016 15:15,32,32,8.25
4/7/2016 15:15,8,76,58.8
4/7/2016 15:15,32,28,6.25
4/7/2016 15:15,8,8,5.75
4/7/2016 15:15,32,76,59.68
4/7/2016 15:15,8,28,9.25
4/7/2016 15:15,8,7,15.25
4/7/2016 15:15,32,32,4.5
4/7/2016 15:15,32,32,6.5
4/7/2016 15:15,8,8,5.5
4/7/2016 15:15,32,28,11.25
4/7/2016 15:15,8,8,10.75
4/7/2016 15:15,8,32,8.25
4/7/2016 15:15,32,8,10.25
4/7/2016 15:15,8,8,7
4/7/2016 15:15,8,8,7.75
4/7/2016 15:15,32,8,9
4/7/2016 15:15,56,56,3.25
4/7/2016 15:15,32,7,10.5
4/7/2016 15:15,8,8,7.5
4/7/2016 15:15,56,8,42.5
4/7/2016 15:15,32,32,6
4/7/2016 15:15,8,8,8.5
4/7/2016 15:15,8,8,6
4/7/2016 15:15,76,16,37.75
4/7/2016 15:15,32,28,6.75
4/7/2016 15:15,32,28,9.25
4/7/2016 15:15,76,8,51
4/7/2016 15:15,76,76,11.75
4/7/2016 15:15,32,7,13.25
4/7/2016 15:15,28,8,11.5
4/7/2016 15:15,32,32,3.25
4/7/2016 15:15,8,24,12.25
4/7/2016 15:15,8,32,10.5
4/7/2016 15:15,76,32,62.1
4/7/2016 15:15,32,8,7.75
4/7/2016 15:15,32,8,5.5
4/7/2016 15:15,32,76,57
4/7/2016 15:15,7,28,18.9
4/7/2016 15:15,32,8,6.5
4/7/2016 15:15,8,8,10.75
4/7/2016 15:15,8,77,8
4/7/2016 15:15,32,7,12.25
4/7/2016 15:15,32,28,9.5
4/7/2016 15:15,28,32,6.5
4/7/2016 15:15,32,8,5
4/7/2016 15:15,32,8,9.25
4/7/2016 15:15,8,28,8.25
4/7/2016 15:15,32,32,7
4/7/2016 15:15,32,8,5.75
4/7/2016 15:15,76,1,53.1
4/7/2016 15:15,8,28,5.75
4/7/2016 15:15,56,8,37.5
4/7/2016 15:15,28,8,10
4/7/2016 15:15,56,33,31.5
4/7/2016 15:15,8,28,8.75
4/7/2016 15:15,8,8,6
4/7/2016 15:15,32,32,5.5
4/7/2016 15:15,8,76,55.5
4/7/2016 15:15,8,8,3.5
4/7/2016 15:15,33,33,7.75
4/7/2016 15:15,32,28,5.25
4/7/2016 15:15,32,77,24
4/7/2016 15:15,6,6,4.25
4/7/2016 15:15,8,8,9.5
4/7/2016 15:15,33,8,13.5
4/7/2016 15:15,28,32,5.5
4/7/2016 15:15,1,24,32.25
4/7/2016 15:15,32,28,6.25
4/7/2016 15:15,41,8,29.25
4/7/2016 15:15,8,8,7.75
4/7/2016 15:15,7,22,14.5
4/7/2016 15:15,32,8,6
4/7/2016 15:15,32,8,9
4/7/2016 15:15,32,56,39.5
4/7/2016 15:15,8,32,8.75
4/7/2016 15:15,76,12,31.25
4/7/2016 15:15,8,22,14.5
4/7/2016 15:15,32,76,54.3
4/7/2016 15:15,32,8,8
4/7/2016 15:15,32,32,12.25
4/7/2016 15:15,28,32,7
4/7/2016 15:15,8,8,5.5
4/7/2016 15:15,2,2,9.25
4/7/2016 15:15,8,28,9.25
4/7/2016 15:15,76,10,27.5
4/7/2016 15:15,32,28,17
4/7/2016 15:15,28,33,13.5
4/7/2016 15:15,32,8,10
4/7/2016 15:15,8,24,6.75
4/7/2016 15:15,8,28,9.5
4/7/2016 15:15,8,8,14
4/7/2016 15:15,32,31,10.25
4/7/2016 15:15,41,8,24
4/7/2016 15:15,32,28,9.5
4/7/2016 15:15,11,8,28.25
4/7/2016 15:15,76,32,52.75
4/7/2016 15:15,32,32,7
4/7/2016 15:15,28,32,6.25
4/7/2016 15:15,6,3,6.25
4/7/2016 15:15,32,8,13.25
4/7/2016 15:15,8,32,6.5
4/7/2016 15:15,76,8,52.25
4/7/2016 15:15,3,6,8.75
4/7/2016 15:15,32,3,20.25
4/7/2016 15:15,28,32,6.75
4/7/2016 15:15,77,4,9.5
4/7/2016 15:15,32,8,9.75
4/7/2016 15:15,32,8,9.25
4/7/2016 15:15,8,76,59.65
4/7/2016 15:15,8,32,8
4/7/2016 15:15,32,76,56.4
4/7/2016 15:15,8,8,5.5
4/7/2016 15:15,8,32,7
4/7/2016 15:15,32,28,7.5
4/7/2016 15:15,19,20,4.75
4/7/2016 15:15,8,8,7.5
4/7/2016 15:15,32,24,11
4/7/2016 15:15,32,8,10
4/7/2016 15:15,32,8,7.5
4/7/2016 15:15,8,32,9
4/7/2016 15:15,8,32,13.65
4/7/2016 15:15,32,28,11
4/7/2016 15:15,32,8,11.75
4/7/2016 15:15,32,28,10
4/7/2016 15:15,32,32,13.25
4/7/2016 15:15,8,8,4.75
4/7/2016 15:15,8,32,7
4/7/2016 15:15,32,8,5.5
4/7/2016 15:15,32,8,6
4/7/2016 15:15,32,8,8.25
4/7/2016 15:15,8,28,10.25
4/7/2016 15:15,8,28,6.5
4/7/2016 15:15,8,3,15.75
4/7/2016 15:15,28,32,5.25
4/7/2016 15:15,76,8,52.75
4/7/2016 15:15,32,32,5.25
4/7/2016 15:15,8,28,11.25
4/7/2016 15:15,28,32,4
4/7/2016 15:15,8,24,12.25
4/7/2016 15:15,8,24,9
4/7/2016 15:15,22,22,20.1
4/7/2016 15:15,32,21,22.8
4/7/2016 15:15,7,8,9.25
4/7/2016 15:15,76,8,55.25
4/7/2016 15:15,8,8,9.25
4/7/2016 15:15,8,32,6.5
4/7/2016 15:15,28,32,6
4/7/2016 15:15,32,28,10.25
4/7/2016 15:15,8,7,13.5
4/7/2016 15:15,7,8,10
4/7/2016 15:15,8,32,7
4/7/2016 15:15,76,8,53.75
4/7/2016 15:15,22,32,16.75
4/7/2016 15:15,28,32,8.25
4/7/2016 15:15,32,76,59.1
4/7/2016 15:15,8,24,11.25
4/7/2016 15:15,32,32,5
4/7/2016 15:15,32,1,27.25
4/7/2016 15:15,8,56,37.8
4/7/2016 15:15,8,76,49.5
4/7/2016 15:15,8,56,34.5
4/7/2016 15:15,32,8,5.75
4/7/2016 15:15,28,28,54.75
4/7/2016 15:15,32,76,47
4/7/2016 15:15,8,32,6.25
4/7/2016 15:15,33,32,8.25
4/7/2016 15:15,8,8,5
4/7/2016 15:15,28,31,6.5
4/7/2016 15:15,32,56,33.25
4/7/2016 15:15,32,8,4.25
4/7/2016 15:15,8,8,8.25
4/7/2016 15:15,32,8,6
4/7/2016 15:15,4,21,14.06
4/7/2016 15:15,8,8,7.5
4/7/2016 15:15,32,32,5.75
4/7/2016 15:15,76,32,51.25
4/7/2016 15:15,6,6,7.75
4/7/2016 15:15,76,76,20.75
4/7/2016 15:15,41,41,6
4/7/2016 15:15,32,32,6.75
4/7/2016 15:15,32,8,7.5
4/7/2016 15:15,32,32,5
4/7/2016 15:15,32,28,6
4/7/2016 15:15,32,8,6.75
4/7/2016 15:15,8,8,5
4/7/2016 15:15,28,76,52.2
4/7/2016 15:15,8,8,7.75
4/7/2016 15:15,28,32,10.75
4/7/2016 15:15,61,59,10.75
4/7/2016 15:15,8,32,11.25
4/7/2016 15:15,7,8,10.5
4/7/2016 15:15,76,28,50
4/7/2016 15:15,32,28,8.25
4/7/2016 15:15,32,8,7
4/7/2016 15:15,28,32,6.5
4/7/2016 15:15,28,8,10.25
4/7/2016 15:15,32,32,7.75
4/7/2016 15:15,7,32,16.5
4/7/2016 15:15,76,1,50.4
4/7/2016 15:15,8,8,8.75
4/7/2016 15:15,8,6,11.5
4/7/2016 15:15,41,56,45.9
4/7/2016 15:15,8,32,10.5
4/7/2016 15:15,8,8,7.5
4/7/2016 15:15,69,8,27
4/7/2016 15:15,7,8,8.25
4/7/2016 15:15,32,8,6.75
4/7/2016 15:15,3,6,9
4/7/2016 15:15,28,8,6.75
4/7/2016 15:15,32,28,11
4/7/2016 15:15,76,76,12.25
4/7/2016 15:15,28,8,11.25
4/7/2016 15:15,32,24,11.75
4/7/2016 15:15,8,28,7.5
4/7/2016 15:15,32,8,7
4/7/2016 15:15,32,8,16.25
4/7/2016 15:15,32,32,6.5
4/7/2016 15:15,32,8,7.5
4/7/2016 15:15,8,28,12
4/7/2016 15:15,8,32,11.25
4/7/2016 15:15,32,32,12.25
4/7/2016 15:15,32,8,8.5
4/7/2016 15:15,32,6,21
4/7/2016 15:15,8,32,9.25
4/7/2016 15:15,77,77,13.5
4/7/2016 15:15,28,8,11.5
4/7/2016 15:15,32,39,17.5
4/7/2016 15:15,8,32,5.75
4/7/2016 15:15,8,32,12.3
4/7/2016 15:15,8,32,11.75
4/7/2016 15:15,28,28,10.25
4/7/2016 15:15,32,8,6.75
4/7/2016 15:15,3,8,18.75
4/7/2016 15:15,32,28,8.25
4/7/2016 15:15,32,8,6.75
4/7/2016 15:15,76,33,57.5
4/7/2016 15:15,76,22,49.8
4/7/2016 15:15,24,32,6.75
4/7/2016 15:15,8,32,12.75
4/7/2016 15:15,32,8,7.5
4/7/2016 15:15,8,8,4
4/7/2016 15:15,8,8,6.75
4/7/2016 15:15,33,32,9.75
4/7/2016 15:15,8,32,6.25
4/7/2016 15:15,32,32,7.75
4/7/2016 15:15,41,32,21.5
4/7/2016 15:15,32,32,7.75
4/7/2016 15:15,32,76,57.3
4/7/2016 15:15,28,32,6.75
